type,area_in_marla,bedroom,bath,location_city,price
Flat,4.396694214876033,2.0,2.0,Hyderabad,4500000.0
Flat,4.396694214876033,2.0,3.0,Hyderabad,6500000.0
House,13.223140495867769,7.0,6.0,Hyderabad,115000000.0
House,6.743801652892562,5.0,6.0,Hyderabad,18500000.0
House,6.6115702479338845,5.0,6.0,Hyderabad,30000000.0
House,7.2727272727272725,7.0,7.0,Hyderabad,38000000.0
House,6.6115702479338845,6.0,7.0,Hyderabad,42699999.99999999
House,13.652892561983471,6.0,6.0,Hyderabad,100000000.0
House,5.289256198347108,8.0,7.0,Hyderabad,33000000.0
House,8.59504132231405,6.0,6.0,Hyderabad,47500000.0
Flat,3.3057851239669422,2.0,2.0,Hyderabad,5840000.0
Flat,7.338842975206612,3.0,4.0,Hyderabad,28000000.0
House,6.6115702479338845,7.0,6.0,Hyderabad,40000000.0
Flat,4.859504132231405,2.0,2.0,Hyderabad,8000000.0
House,3.9669421487603307,6.0,6.0,Hyderabad,20000000.0
House,6.6115702479338845,7.0,6.0,Hyderabad,25900000.0
House,4.958677685950414,6.0,6.0,Hyderabad,33000000.0
Flat,3.8677685950413223,3.0,2.0,Hyderabad,9900000.0
House,4.958677685950414,6.0,6.0,Hyderabad,32000000.0
Flat,2.3801652892561984,2.0,2.0,Hyderabad,3200000.0
House,4.958677685950414,6.0,6.0,Hyderabad,30000000.0
House,3.9669421487603307,4.0,4.0,Hyderabad,12000000.0
Flat,3.3057851239669422,2.0,2.0,Hyderabad,7500000.0
Flat,4.760330578512397,3.0,3.0,Hyderabad,8800000.0
Flat,3.669421487603306,2.0,2.0,Hyderabad,3000000.0
House,3.9669421487603307,3.0,3.0,Hyderabad,9000000.0
House,4.958677685950414,6.0,6.0,Hyderabad,35000000.0
House,6.6115702479338845,6.0,6.0,Hyderabad,39000000.0
Flat,7.041322314049586,2.0,3.0,Hyderabad,6000000.0
House,3.9669421487603307,4.0,5.0,Hyderabad,18000000.0
Flat,4.429752066115703,2.0,2.0,Hyderabad,6000000.0
House,3.6363636363636362,6.0,6.0,Hyderabad,27000000.0
House,7.933884297520661,5.0,6.0,Hyderabad,26000000.0
House,4.958677685950414,6.0,6.0,Hyderabad,29000000.0
House,3.9669421487603307,2.0,3.0,Hyderabad,9500000.0
House,4.958677685950414,3.0,4.0,Hyderabad,28000000.0
Flat,3.669421487603306,2.0,2.0,Hyderabad,3200000.0
House,6.6115702479338845,6.0,6.0,Hyderabad,22000000.0
House,4.958677685950414,7.0,5.0,Hyderabad,13000000.0
House,3.8016528925619837,3.0,3.0,Hyderabad,13000000.0
Flat,4.859504132231405,2.0,3.0,Hyderabad,13200000.0
House,4.132231404958677,6.0,6.0,Hyderabad,24000000.0
Flat,7.107438016528926,3.0,3.0,Hyderabad,6000000.0
House,3.3057851239669422,3.0,3.0,Hyderabad,20000000.0
House,11.570247933884298,7.0,6.0,Hyderabad,65000000.0
Flat,3.669421487603306,2.0,2.0,Hyderabad,8000000.0
Flat,6.975206611570248,3.0,4.0,Hyderabad,20500000.0
Flat,7.338842975206612,3.0,4.0,Hyderabad,22000000.0
Flat,3.5041322314049586,3.0,3.0,Hyderabad,4500000.0
Flat,6.975206611570248,3.0,4.0,Hyderabad,21000000.0
Flat,6.975206611570248,3.0,4.0,Hyderabad,20500000.0
House,6.6115702479338845,6.0,6.0,Hyderabad,34000000.0
Flat,2.7107438016528924,2.0,1.0,Hyderabad,4500000.0
Flat,5.619834710743802,4.0,4.0,Hyderabad,15000000.0
Flat,3.3057851239669422,2.0,2.0,Hyderabad,7500000.0
Flat,7.338842975206612,3.0,4.0,Hyderabad,22000000.0
Flat,7.338842975206612,3.0,4.0,Hyderabad,22000000.0
House,3.9669421487603307,4.0,4.0,Hyderabad,12000000.0
Flat,7.338842975206612,3.0,4.0,Hyderabad,22000000.0
Flat,4.396694214876033,3.0,3.0,Hyderabad,12000000.0
Flat,4.231404958677686,3.0,3.0,Hyderabad,10000000.0
Flat,5.75206611570248,4.0,4.0,Hyderabad,14000000.0
House,6.6115702479338845,6.0,6.0,Hyderabad,38000000.0
House,21.487603305785125,9.0,6.0,Hyderabad,95000000.0
Flat,4.760330578512397,3.0,3.0,Hyderabad,5200000.0
Flat,3.5041322314049586,2.0,2.0,Hyderabad,6000000.0
Flat,4.760330578512397,2.0,3.0,Hyderabad,6000000.0
Flat,5.75206611570248,3.0,4.0,Hyderabad,11000000.0
House,3.9669421487603307,5.0,6.0,Hyderabad,24500000.0
Flat,4.595041322314049,3.0,3.0,Hyderabad,7500000.0
House,9.917355371900827,7.0,6.0,Hyderabad,55000000.0
House,7.933884297520661,8.0,7.0,Hyderabad,35000000.0
Flat,4.760330578512397,2.0,3.0,Hyderabad,7300000.0
House,6.6115702479338845,9.0,6.0,Hyderabad,25000000.0
Flat,5.289256198347108,4.0,4.0,Hyderabad,11000000.0
Flat,6.512396694214876,3.0,4.0,Hyderabad,18500000.0
Flat,6.512396694214876,4.0,4.0,Hyderabad,16000000.0
House,6.6115702479338845,2.0,3.0,Hyderabad,17000000.0
House,4.958677685950414,7.0,6.0,Hyderabad,26500000.0
House,4.958677685950414,6.0,6.0,Hyderabad,26500000.0
Flat,4.760330578512397,4.0,4.0,Hyderabad,9000000.0
House,6.6115702479338845,5.0,6.0,Hyderabad,25000000.0
House,3.9669421487603307,3.0,3.0,Hyderabad,9000000.0
Flat,4.661157024793388,3.0,3.0,Hyderabad,9500000.0
Flat,6.6115702479338845,3.0,4.0,Hyderabad,20000000.0
Flat,5.3884297520661155,3.0,3.0,Hyderabad,16100000.000000002
House,6.6115702479338845,5.0,5.0,Hyderabad,38000000.0
Flat,2.7768595041322315,2.0,2.0,Hyderabad,3600000.0
Flat,4.033057851239669,2.0,2.0,Hyderabad,5500000.0
Other,15.735537190082646,8.0,6.0,Hyderabad,35000000.0
Flat,5.1570247933884295,3.0,3.0,Hyderabad,15000000.0
Flat,4.396694214876033,2.0,2.0,Hyderabad,4200000.0
Flat,4.56198347107438,3.0,3.0,Hyderabad,8500000.0
Flat,2.512396694214876,2.0,2.0,Hyderabad,2750000.0
Flat,7.338842975206612,3.0,4.0,Hyderabad,22000000.0
Flat,4.859504132231405,2.0,2.0,Hyderabad,14500000.0
Flat,2.7768595041322315,3.0,3.0,Hyderabad,4500000.0
House,13.223140495867769,9.0,6.0,Hyderabad,70000000.0
House,3.9669421487603307,6.0,6.0,Hyderabad,21000000.0
House,5.289256198347108,4.0,4.0,Hyderabad,15500000.0
House,14.87603305785124,11.0,6.0,Hyderabad,70000000.0
Flat,6.975206611570248,3.0,4.0,Hyderabad,21000000.0
Flat,4.859504132231405,2.0,2.0,Hyderabad,14500000.0
Flat,5.024793388429752,3.0,2.0,Hyderabad,9000000.0
Flat,2.5785123966942147,3.0,2.0,Hyderabad,3800000.0
House,4.760330578512397,7.0,4.0,Other,38500000.0
House,4.396694214876033,5.0,3.0,Other,4000000.0
House,4.0,3.0,2.0,Other,2500000.0
House,6.0,3.0,2.0,Other,8000000.0
House,4.0,2.0,3.0,Other,2500000.0
House,5.0,7.0,5.0,Other,7000000.0
House,4.0,4.0,3.0,Other,8000000.0
House,4.0,4.0,4.0,Other,10000000.0
House,3.0,3.0,2.0,Other,4800000.0
House,10.0,5.0,3.0,Other,5000000.0
House,5.0,4.0,4.0,Other,8000000.0
House,2.5,1.0,1.0,Other,1500000.0
House,6.6115702479338845,4.0,4.0,Other,8000000.0
House,16.52892561983471,4.0,4.0,Other,4325000.0
House,16.52892561983471,4.0,4.0,Other,4625000.0
House,3.3057851239669422,3.0,3.0,Other,993000.0
House,13.223140495867769,5.0,5.0,Other,19500000.0
House,16.52892561983471,4.0,4.0,Other,4225000.0
House,2.5,1.0,1.0,Punjab,3500000.0
House,5.0,5.0,5.0,Punjab,15000000.0
House,8.0,5.0,5.0,Punjab,3000000.0
House,3.0,5.0,5.0,Punjab,1500000.0
House,5.0,4.0,5.0,Punjab,8400000.0
House,1.0,2.0,1.0,Punjab,850000.0
House,3.7,3.0,3.0,Punjab,6000000.0
House,100.0,5.0,4.0,Other,150000000.0
House,4.0,4.0,2.0,Other,3700000.0
House,7.0,3.0,2.0,Other,6500000.0
House,3.0,5.0,5.0,Punjab,1290000.0
House,3.0,5.0,5.0,Punjab,1290000.0
House,3.0,5.0,5.0,Punjab,1290000.0
Other,480.0,8.0,8.0,Other,50000000.0
House,17.0,5.0,5.0,Other,40000000.0
House,8.0,5.0,5.0,Other,9500000.0
House,10.0,5.0,6.0,Other,17000000.0
House,5.5,4.0,4.0,Other,10500000.0
House,5.5,5.0,5.0,Other,10500000.0
House,5.0,4.0,4.0,Other,13500000.0
House,5.0,5.0,2.0,Other,10000000.0
House,5.0,4.0,5.0,Other,15500000.0
House,5.0,3.0,3.0,Other,13400000.0
House,5.0,5.0,5.0,Other,14500000.0
House,5.0,4.0,5.0,Other,25000000.0
Flat,2.7,2.0,2.0,Other,6500000.0
House,5.0,4.0,5.0,Other,17000000.0
House,7.0,4.0,5.0,Other,21500000.0
House,7.0,5.0,5.0,Other,26500000.0
House,5.0,5.0,5.0,Other,17000000.0
House,4.0,3.0,3.0,Other,9000000.0
House,7.0,4.0,5.0,Other,22500000.0
House,7.0,4.0,4.0,Other,26000000.0
House,5.0,4.0,5.0,Other,21000000.0
House,5.0,4.0,4.0,Other,19000000.0
House,10.0,7.0,7.0,Other,35000000.0
House,7.0,4.0,4.0,Other,19500000.0
House,7.0,4.0,5.0,Other,24500000.0
House,7.0,4.0,5.0,Other,25000000.0
House,10.0,6.0,6.0,Other,35000000.0
House,5.0,4.0,5.0,Other,16500000.0
House,7.0,4.0,5.0,Other,24500000.0
House,5.0,3.0,2.0,Other,18500000.0
House,20.0,6.0,6.0,Other,69500000.0
House,7.0,4.0,5.0,Other,25000000.0
House,5.0,4.0,4.0,Other,15500000.0
House,5.0,4.0,4.0,Other,18500000.0
House,10.0,5.0,6.0,Other,37000000.0
House,5.0,4.0,3.0,Other,20000000.0
House,5.0,3.0,4.0,Other,14200000.0
House,7.0,4.0,5.0,Other,25500000.0
House,5.0,5.0,5.0,Other,15000000.0
House,7.0,4.0,5.0,Other,30000000.0
House,4.0,3.0,3.0,Other,9000000.0
House,8.0,3.0,3.0,Other,9800000.0
House,8.0,3.0,3.0,Other,9100000.0
House,7.0,4.0,3.0,Punjab,8000000.0
House,6.0,4.0,2.0,Punjab,4500000.0
House,3.0,3.0,3.0,Punjab,2500000.0
House,5.0,2.0,2.0,Other,3000000.0
House,4.0,1.0,1.0,Other,1800000.0
House,4.0,1.0,1.0,Other,1800000.0
House,11.0,2.0,1.0,Other,3300000.0
House,6.0,3.0,3.0,Other,5500000.0
House,5.0,7.0,4.0,Other,9900000.0
House,5.0,5.0,2.0,Other,5000000.0
House,8.0,4.0,1.0,Other,2600000.0
House,5.0,5.0,5.0,Other,1800000.0
House,5.0,4.0,1.0,Other,6500000.0
House,5.0,4.0,2.0,Other,4500000.0
House,2.0,3.0,2.0,Other,4700000.0
House,6.0,7.0,4.0,Other,6900000.0
House,15.0,4.0,4.0,Other,22500000.0
House,12.0,5.0,5.0,Other,80000000.0
House,7.0,5.0,6.0,Other,16900000.0
House,11.0,5.0,5.0,Other,5500000.0
House,8.363636363636363,3.0,3.0,Other,15000000.0
House,18.34710743801653,3.0,4.0,Other,25500000.0
House,3.8677685950413223,4.0,3.0,Other,8500000.0
House,8.066115702479339,6.0,6.0,Other,25000000.0
House,7.0,5.0,6.0,Other,17000000.0
House,5.0,4.0,5.0,Other,12000000.0
House,11.1,4.0,4.0,Other,5500000.0
House,13.2,5.0,7.0,Other,22000000.0
House,3.0,5.0,5.0,Other,7000000.0
House,8.0,2.0,3.0,Other,22000000.0
Flat,1.9,1.0,1.0,Other,6330000.0
House,10.0,4.0,5.0,Other,27000000.0
House,10.0,5.0,6.0,Other,32500000.0
House,13.3,5.0,4.0,Other,7800000.0
House,11.0,4.0,5.0,Other,40000000.0
House,3.0,3.0,3.0,Other,8950000.0
House,4.0,5.0,5.0,Other,1500000.0
House,20.0,2.0,2.0,Other,22000000.0
House,5.0,4.0,2.0,Other,9000000.0
House,5.0,2.0,2.0,Other,3500000.0
House,5.0,2.0,2.0,Other,5500000.0
House,32.0,4.0,4.0,Other,55000000.0
House,5.0,2.0,2.0,Other,4000000.0
House,20.0,5.0,4.0,Other,800000000.0
House,10.0,4.0,4.0,Other,16500000.0
House,7.5,4.0,4.0,Other,6200000.0
House,10.0,4.0,4.0,Other,16500000.0
House,10.0,4.0,4.0,Other,16500000.0
House,10.0,4.0,4.0,Other,16500000.0
House,5.0,5.0,3.0,Other,6500000.0
House,17.0,4.0,4.0,Other,19000000.0
House,8.0,2.0,2.0,Other,8000000.0
House,10.0,4.0,2.0,Other,7000000.0
House,7.0,3.0,2.0,Other,4000000.0
House,20.0,4.0,5.0,Other,20000000.0
House,5.5,4.0,2.0,Other,10000000.0
House,12.0,8.0,2.0,Other,35000000.0
House,12.0,6.0,5.0,Other,21500000.0
House,12.0,10.0,6.0,Other,30000000.0
House,1.9834710743801653,4.0,4.0,Other,6500000.0
House,3.206611570247934,2.0,3.0,Other,5200000.0
House,1.9834710743801653,4.0,4.0,Other,6500000.0
House,1.9834710743801653,3.0,5.0,Other,3500000.0
House,5.289256198347108,5.0,5.0,Other,2399000.0
House,5.289256198347108,5.0,5.0,Other,2399000.0
House,2.644628099173554,3.0,1.0,Other,1600000.0
House,3.0,5.0,5.0,Other,2100000.0
House,3.0,4.0,2.0,Other,8500000.0
House,4.0,5.0,5.0,Other,7500000.0
House,4.0,3.0,3.0,Other,5200000.0
House,3.0,2.0,2.0,Punjab,2100000.0
House,3.0,2.0,2.0,Punjab,2100000.0
House,3.0,2.0,2.0,Punjab,2100000.0
House,6.6115702479338845,4.0,4.0,Other,16000000.0
House,7.933884297520661,6.0,6.0,Other,18000000.0
House,39.66942148760331,7.0,6.0,Other,17000000.0
House,3.669421487603306,3.0,3.0,Other,5600000.0
House,3.9669421487603307,3.0,5.0,Other,8000000.0
House,3.9669421487603307,5.0,5.0,Other,7500000.0
House,4.958677685950414,5.0,5.0,Other,3000000.0
Flat,4.760330578512397,3.0,3.0,Other,8500000.0
House,31.636363636363637,2.0,2.0,Other,15000000.0
House,5.0,4.0,4.0,Other,12000000.0
House,4.0,2.0,1.0,Other,2500000.0
House,18.0,3.0,2.0,Other,3900000.0
House,20.0,5.0,5.0,Other,35000000.0
House,7.0,5.0,4.0,Other,10000000.0
House,6.0,3.0,2.0,Other,3500000.0
House,8.6,3.0,3.0,Other,5000000.0
House,8.0,2.0,5.0,Other,7500000.0
Other,100.0,3.0,4.0,Other,27500000.0
House,14.0,7.0,8.0,Other,18000000.0
House,8.8,3.0,4.0,Other,10000000.0
House,10.0,5.0,5.0,Other,32000000.0
House,5.0,2.0,3.0,Other,5000000.0
House,5.0,2.0,5.0,Other,4500000.0
House,7.0,3.0,2.0,Other,5500000.0
House,5.0,2.0,5.0,Other,5200000.0
House,7.0,3.0,5.0,Other,6500000.0
House,6.0,5.0,5.0,Other,3000000.0
House,10.0,5.0,4.0,Other,8000000.0
House,11.5,2.0,3.0,Other,17500000.0
House,17.0,3.0,3.0,Other,6500000.0
Flat,3.3,2.0,2.0,Other,14100000.0
House,5.0,5.0,4.0,Other,8500000.0
Flat,15.0,2.0,2.0,Other,8500000.0
House,10.0,3.0,3.0,Other,4200000.0
House,26.0,3.0,3.0,Other,7800000.0
House,5.0,4.0,3.0,Other,8200000.0
House,4.2,3.0,3.0,Other,16500000.0
House,5.0,4.0,4.0,Other,13200000.0
House,7.0,6.0,5.0,Other,22500000.0
House,10.0,5.0,5.0,Other,20000000.0
House,5.0,5.0,5.0,Other,10000000.0
House,60.0,5.0,6.0,Other,40000000.0
House,6.0,4.0,6.0,Other,11000000.0
House,6.0,4.0,4.0,Other,9500000.0
House,22.0,5.0,5.0,Other,45000000.0
House,5.0,2.0,4.0,Other,7500000.0
House,4.0,3.0,2.0,Other,5000000.0
House,12.0,7.0,5.0,Other,50000000.0
House,5.0,3.0,3.0,Other,9000000.0
House,7.0,6.0,6.0,Other,27000000.0
House,5.0,3.0,3.0,Other,7000000.0
House,5.0,5.0,4.0,Other,17500000.0
House,5.0,3.0,3.0,Other,10500000.0
House,20.0,11.0,6.0,Other,56000000.0
House,5.0,4.0,5.0,Other,16500000.0
House,5.0,4.0,3.0,Other,17500000.0
House,5.1570247933884295,11.0,5.0,Other,6500000.0
House,3.0,2.0,2.0,Other,2000000.0
Flat,3.5041322314049586,2.0,2.0,Karachi,7800000.0
Flat,2.0165289256198347,1.0,1.0,Karachi,5200000.0
Flat,1.1570247933884297,2.0,2.0,Karachi,2784000.0
Flat,4.033057851239669,2.0,2.0,Karachi,9500000.0
Flat,3.669421487603306,2.0,2.0,Karachi,9000000.0
House,4.132231404958677,3.0,3.0,Karachi,13500000.0
House,6.6115702479338845,3.0,3.0,Karachi,22500000.0
House,6.0,5.0,3.0,Other,5000000.0
House,6.0,3.0,3.0,Other,9500000.0
House,5.0,2.0,1.0,Other,1600000.0
House,3.0,4.0,4.0,Other,9500000.0
House,12.0,5.0,6.0,Other,11000000.0
House,9.0,5.0,2.0,Other,7500000.0
Flat,3.3,2.0,2.0,Other,14100000.0
House,5.0,3.0,3.0,Other,3200000.0
House,26.0,4.0,4.0,Other,10500000.0
House,8.0,3.0,2.0,Other,6000000.0
House,6.0,2.0,1.0,Other,8000000.0
House,5.0,2.0,1.0,Other,2200000.0
House,7.2,4.0,5.0,Other,8900000.0
House,15.1,4.0,5.0,Other,13000000.0
House,14.2,3.0,4.0,Other,20500000.0
House,14.2,7.0,7.0,Other,20500000.0
House,20.0,5.0,5.0,Other,45000000.0
House,4.1,5.0,5.0,Other,5500000.0
Flat,3.7,1.0,2.0,Other,4000000.0
House,10.0,5.0,5.0,Other,25000000.0
House,10.0,5.0,5.0,Other,28000000.0
House,5.520661157024794,3.0,3.0,Other,6500000.0
Flat,3.8677685950413223,3.0,3.0,Other,3200000.0
House,4.958677685950414,4.0,4.0,Other,12000000.0
House,4.958677685950414,4.0,4.0,Other,10000000.0
House,4.958677685950414,3.0,3.0,Other,9000000.0
House,4.958677685950414,4.0,4.0,Other,10000000.0
House,4.132231404958677,5.0,5.0,Other,8000000.0
House,5.0,3.0,3.0,Other,15000000.0
Flat,3.1,2.0,2.0,Other,7500000.0
House,11.1,5.0,2.0,Other,5000000.0
House,10.0,5.0,6.0,Multan,35000000.0
House,20.0,6.0,6.0,Multan,57000000.0
House,5.0,4.0,5.0,Multan,17000000.0
House,7.5,6.0,6.0,Multan,28000000.0
House,5.0,3.0,3.0,Multan,12600000.0
House,5.0,3.0,4.0,Multan,16500000.0
House,10.0,5.0,6.0,Multan,35000000.0
House,20.0,5.0,6.0,Multan,45000000.0
House,20.0,5.0,6.0,Multan,55000000.0
House,5.0,3.0,5.0,Multan,15000000.0
House,5.0,4.0,5.0,Multan,14300000.0
House,5.0,3.0,4.0,Multan,15500000.0
House,20.0,6.0,6.0,Multan,49500000.0
House,10.0,7.0,6.0,Multan,35500000.0
House,10.0,5.0,5.0,Multan,30000000.0
House,17.0,5.0,6.0,Multan,55000000.0
House,5.0,4.0,5.0,Multan,15000000.0
House,10.0,5.0,6.0,Multan,35000000.0
Flat,5.0,2.0,2.0,Multan,9500000.0
House,10.0,5.0,5.0,Multan,34500000.0
House,10.0,5.0,6.0,Multan,20000000.0
House,11.0,6.0,6.0,Multan,35200000.0
House,10.0,5.0,6.0,Multan,37000000.0
House,20.0,6.0,6.0,Multan,62500000.0
House,26.0,6.0,6.0,Multan,65000000.0
House,10.0,5.0,6.0,Multan,25000000.0
House,10.0,4.0,5.0,Multan,30000000.0
House,8.0,5.0,6.0,Multan,27000000.0
House,6.0,5.0,5.0,Multan,17500000.0
House,5.0,3.0,4.0,Multan,11500000.0
House,20.0,5.0,6.0,Multan,69500000.0
House,10.0,5.0,6.0,Multan,27000000.0
House,5.0,4.0,5.0,Multan,17000000.0
House,11.0,5.0,6.0,Multan,35000000.0
House,10.0,7.0,6.0,Multan,35500000.0
House,10.0,5.0,6.0,Multan,33800000.0
House,11.0,4.0,4.0,Multan,24500000.0
House,7.0,5.0,6.0,Multan,17000000.0
House,5.0,4.0,4.0,Multan,15500000.0
House,5.0,4.0,5.0,Multan,16000000.0
House,10.0,5.0,6.0,Multan,34000000.0
House,8.0,5.0,5.0,Multan,20000000.0
House,5.0,4.0,5.0,Multan,18500000.0
House,5.0,4.0,5.0,Multan,16000000.0
House,17.0,6.0,6.0,Multan,63000000.0
House,5.0,3.0,3.0,Multan,14000000.0
House,5.0,4.0,5.0,Multan,16500000.0
House,20.0,5.0,6.0,Multan,45000000.0
House,5.0,3.0,5.0,Multan,16299999.999999998
House,6.0,5.0,6.0,Multan,21000000.0
House,10.0,4.0,5.0,Multan,26000000.0
House,11.0,4.0,4.0,Multan,24500000.0
House,10.0,5.0,6.0,Multan,29000000.0
House,20.0,5.0,5.0,Multan,45000000.0
House,20.0,6.0,6.0,Multan,48000000.0
House,17.5,6.0,6.0,Multan,35500000.0
House,10.0,5.0,6.0,Multan,29000000.0
House,10.0,5.0,6.0,Multan,35000000.0
House,11.0,6.0,6.0,Multan,37000000.0
House,4.0,3.0,4.0,Multan,10000000.0
House,5.0,4.0,5.0,Multan,17000000.0
House,5.0,3.0,4.0,Multan,16500000.0
House,5.0,4.0,4.0,Multan,16000000.0
House,5.0,4.0,6.0,Multan,17300000.0
House,5.0,4.0,4.0,Multan,16800000.0
House,5.0,3.0,4.0,Multan,16500000.0
House,5.0,3.0,4.0,Multan,16500000.0
House,20.0,6.0,6.0,Multan,47500000.0
House,5.0,5.0,6.0,Multan,17000000.0
House,4.0,3.0,4.0,Multan,11000000.0
House,10.0,5.0,6.0,Multan,35000000.0
House,5.0,4.0,4.0,Multan,15500000.0
House,6.0,5.0,6.0,Multan,19000000.0
House,7.5,7.0,6.0,Multan,29000000.0
House,7.0,4.0,5.0,Multan,21000000.0
House,10.0,5.0,6.0,Multan,37000000.0
House,6.0,4.0,5.0,Multan,16000000.0
Flat,7.1,3.0,2.0,Multan,7000000.0
House,10.0,5.0,6.0,Multan,35000000.0
House,7.0,5.0,4.0,Multan,22500000.0
House,6.0,5.0,7.0,Multan,25000000.0
House,10.0,5.0,6.0,Multan,31000000.0
House,10.0,5.0,7.0,Multan,36000000.0
House,7.0,4.0,5.0,Multan,12000000.0
House,7.0,5.0,4.0,Multan,21500000.0
House,5.0,4.0,6.0,Multan,13500000.0
House,10.0,4.0,5.0,Multan,17000000.0
House,5.0,3.0,4.0,Multan,14800000.0
House,20.0,5.0,6.0,Multan,41000000.0
House,10.0,5.0,5.0,Multan,40000000.0
House,10.0,6.0,7.0,Multan,17000000.0
House,4.0,3.0,6.0,Multan,11000000.0
House,4.0,3.0,4.0,Multan,10000000.0
House,10.0,5.0,6.0,Multan,22500000.0
House,24.0,6.0,6.0,Multan,65000000.0
Other,72.0,8.0,6.0,Multan,240000000.0
House,4.0,3.0,4.0,Multan,8500000.0
House,24.0,6.0,6.0,Multan,70000000.0
House,10.0,5.0,5.0,Multan,24000000.0
House,17.0,6.0,6.0,Multan,59000000.0
House,7.0,4.0,5.0,Multan,23000000.0
House,10.0,4.0,6.0,Multan,16500000.0
House,24.0,6.0,6.0,Multan,65000000.0
House,5.0,4.0,5.0,Multan,12000000.0
House,10.0,5.0,6.0,Multan,34000000.0
House,11.0,6.0,6.0,Multan,34000000.0
House,10.0,5.0,6.0,Multan,36500000.0
House,12.0,4.0,4.0,Multan,26500000.0
House,11.0,5.0,6.0,Multan,45000000.0
House,11.0,4.0,5.0,Multan,22000000.0
House,3.0,3.0,4.0,Multan,7800000.0
House,10.0,5.0,6.0,Multan,33000000.0
House,20.0,5.0,6.0,Multan,45000000.0
House,5.1,3.0,5.0,Multan,14900000.0
House,5.0,3.0,4.0,Multan,15800000.0
House,20.0,5.0,5.0,Multan,55000000.0
House,5.0,4.0,5.0,Multan,17000000.0
House,11.0,5.0,6.0,Multan,33000000.0
House,5.0,4.0,4.0,Multan,14000000.0
House,10.0,4.0,4.0,Multan,22500000.0
House,5.0,4.0,5.0,Multan,13500000.0
House,7.0,5.0,5.0,Multan,23000000.0
House,5.0,4.0,6.0,Multan,20000000.0
House,12.0,4.0,5.0,Multan,26300000.0
House,12.0,4.0,5.0,Multan,26500000.0
House,9.0,5.0,5.0,Multan,36000000.0
House,4.0,4.0,5.0,Multan,16500000.0
House,4.0,3.0,4.0,Multan,13000000.0
House,10.0,5.0,6.0,Multan,40000000.0
House,10.0,6.0,6.0,Multan,34000000.0
House,9.0,4.0,4.0,Multan,22000000.0
House,5.0,4.0,5.0,Multan,15800000.0
House,5.0,4.0,5.0,Multan,16800000.0
House,10.0,5.0,6.0,Multan,47500000.0
House,7.5,4.0,4.0,Multan,20000000.0
House,10.0,5.0,6.0,Multan,36000000.0
House,10.0,5.0,6.0,Multan,37000000.0
House,4.0,3.0,4.0,Multan,14600000.0
House,24.0,3.0,4.0,Multan,26900000.0
House,5.0,4.0,5.0,Multan,18500000.0
House,5.0,4.0,5.0,Multan,18500000.0
House,5.0,4.0,5.0,Multan,16500000.0
House,17.0,5.0,6.0,Multan,59000000.0
House,20.0,5.0,6.0,Multan,45500000.0
House,5.0,4.0,5.0,Multan,16500000.0
House,5.0,4.0,5.0,Multan,15500000.0
House,9.0,5.0,6.0,Multan,30500000.0
House,5.0,4.0,5.0,Multan,15400000.0
House,7.5,5.0,6.0,Multan,23300000.0
House,10.0,5.0,5.0,Multan,16500000.0
House,7.0,4.0,4.0,Multan,22500000.0
House,7.0,4.0,4.0,Multan,22500000.0
House,20.0,6.0,6.0,Multan,56900000.00000001
House,5.0,4.0,6.0,Multan,15000000.0
House,10.0,5.0,6.0,Multan,33000000.0
House,12.0,6.0,6.0,Multan,36500000.0
House,10.0,5.0,6.0,Multan,34000000.0
House,6.1,5.0,5.0,Multan,18000000.0
House,5.9,3.0,4.0,Multan,16500000.0
House,2.0,2.0,3.0,Multan,6000000.0
House,10.0,4.0,5.0,Multan,35000000.0
House,9.0,5.0,5.0,Multan,35000000.0
House,9.0,5.0,6.0,Multan,37000000.0
House,5.0,4.0,5.0,Multan,17500000.0
House,5.0,4.0,5.0,Multan,15900000.0
House,9.0,5.0,6.0,Multan,37000000.0
House,5.0,4.0,5.0,Multan,14500000.0
House,6.0,4.0,5.0,Multan,18500000.0
House,5.0,3.0,4.0,Multan,12500000.0
House,5.0,4.0,4.0,Multan,13799999.999999998
House,5.0,3.0,4.0,Multan,16000000.0
House,20.0,6.0,7.0,Multan,64000000.0
House,7.0,4.0,5.0,Multan,24000000.0
House,5.0,3.0,4.0,Multan,10500000.0
House,8.0,4.0,5.0,Multan,16500000.0
House,5.0,3.0,5.0,Multan,16000000.0
House,20.0,6.0,6.0,Multan,64000000.0
House,5.0,3.0,3.0,Multan,9500000.0
House,5.0,3.0,4.0,Multan,14500000.0
House,10.0,5.0,6.0,Multan,27000000.0
House,10.0,5.0,6.0,Multan,34000000.0
House,22.0,7.0,6.0,Multan,68000000.0
House,4.0,3.0,3.0,Multan,8000000.0
House,3.0,3.0,4.0,Multan,8000000.0
House,5.0,4.0,5.0,Multan,17500000.0
House,3.0,3.0,4.0,Multan,6000000.0
House,2.5,3.0,4.0,Multan,5500000.0
House,5.0,5.0,6.0,Multan,17500000.0
House,3.0,3.0,4.0,Multan,7000000.0
House,3.0,3.0,4.0,Multan,6800000.0
House,20.0,7.0,6.0,Multan,34000000.0
House,3.5,3.0,4.0,Multan,8000000.0
House,5.0,3.0,4.0,Multan,15500000.0
House,22.0,7.0,5.0,Multan,71500000.0
House,10.0,5.0,6.0,Multan,34800000.0
House,4.0,4.0,5.0,Multan,9500000.0
